Sample_id,Field_ID,farms,Grid,pH [H2O],Classification ,Zr,Zr Error,Sr,Sr Error,Rb,Rb Error,Th,Th Error,Pb,Pb Error,As,As Error,Zn,Zn Error,Cu,Cu Error,Ni,Ni Error,Fe,Fe Error,Mn,Mn Error,Cr,Cr Error,V,V Error,Ti,Ti Error,Ca,Ca Error,K,K Error,S,S Error,Ba,Ba Error,Cs,Cs Error,Location_x,Location_y,,,,,,,,,,,,,
388,kenyasi 3c,kenyasi3,ksb61,7.709,Long_term,323.81,4.25,31.7,1.63,13.11,1.45,2.74,0.74,10.06,3.35,6.59,2.74,94.32,7.98,< LOD,12.51,< LOD,24.5,11871.98,125.73,121.52,31.34,15.45,9.69,63.7,16.67,4462.01,62.78,4541.27,82.89,1987.72,81.26,< LOD,122.56,< LOD,29.55,< LOD,1.97,656373,744660,,,,,,,,,,,,,
390,kenyasi 4a,kenyasi4,ksb62,7.552,Long_term,248.8,3.86,26.13,1.56,24.27,1.81,3.23,0.79,6.69,3.3,13.31,2.92,24.51,6.6,< LOD,12.81,< LOD,25.89,18943.06,161.3,194.24,35.14,32.98,11.08,74.92,16.94,3272.27,60.8,3252.48,79.2,2744.89,100.08,< LOD,142.34,< LOD,31.48,< LOD,2.09,659448,745021,,,,,,,,,,,,,
389,kenyasi 4b,kenyasi4,ksb62,7.349,Long_term,209.17,3.64,51.79,2.03,24.18,1.83,2.47,0.8,35.54,4.48,10.49,3.62,152.54,9.63,27.85,9.48,< LOD,26.28,22635.61,177.66,149.86,34.41,43.73,11.45,63.37,16.28,2632.4,57.46,8585.22,125.66,3162.62,109.38,198.25,106.01,< LOD,30.18,< LOD,2.02,659439,745010,,,,,,,,,,,,,
391,kenyasi 4c,kenyasi4,ksb62,7.528,Long_term,243.89,3.8,36.93,1.75,36.3,2.07,2.59,0.76,9.3,3.38,11.01,2.89,33.57,6.89,< LOD,12.96,< LOD,25.01,16682.6,150.22,134.03,32.5,16.37,10.37,69.58,15.98,2939.1,56.76,6237.53,103.15,4962.98,123.2,< LOD,140.99,< LOD,29.25,< LOD,1.94,659427,745006,,,,,,,,,,,,,
392,kenyasi 5a,kenyasi5,ksb62,6.705,Long_term,239.16,3.74,18.66,1.4,18.19,1.63,1.67,0.71,5.44,3.26,11.84,2.83,41.21,7.58,14.96,8.92,< LOD,25.69,16148.8,147.62,202.95,34.62,23.66,10.65,77.18,15.89,2890.53,56.16,1984.46,62.34,2091.3,88.08,< LOD,130.32,< LOD,30.04,< LOD,2,659419,744926,,,,,,,,,,,,,
393,kenyasi 5b,kenyasi5,ksb62,6.877,Long_term,225.43,3.63,16.99,1.35,17.56,1.62,2.26,0.74,14.83,3.61,8.42,2.97,110.82,8.86,17.66,8.93,< LOD,24.91,14103.54,137.73,136.69,32.3,23.58,10.02,53.61,14.7,2710.45,52.68,1884.94,58.46,2083.37,84.08,< LOD,120.44,< LOD,29.98,< LOD,2,659416,744923,,,,,,,,,,,,,
394,kenyasi 5c,kenyasi5,ksb62,6.133,Long_term,279.32,3.98,18.94,1.39,18.12,1.62,2.34,0.74,9.51,3.35,9.04,2.81,36.17,6.83,< LOD,12.56,< LOD,25.03,16132.69,146.51,206.65,34.54,30.84,10.72,68.21,17.23,3868.81,63.31,1404.53,54.26,2039.79,86.64,< LOD,128.05,< LOD,30.29,< LOD,2.02,659412,744922,,,,,,,,,,,,,
395,kenyasi 6a,kenyasi6,ksb62,7.129,Long_term,255.62,4,22.22,1.52,17.31,1.66,3.6,0.82,7.21,3.4,6.93,2.81,30.19,6.73,< LOD,13.38,< LOD,26.97,23301.65,183.07,58.28,32.17,31.43,11.01,85.74,17.12,3499.54,61.68,2578.4,71.1,2083.06,89.78,< LOD,134.02,< LOD,28.57,< LOD,1.95,659199,744546,,,,,,,,,,,,,
396,kenyasi 6b,kenyasi6,ksb62,6.785,Long_term,257.17,4.21,36.16,1.87,43.16,2.4,4.7,0.94,25.78,4.38,< LOD,5.01,46.21,7.83,< LOD,14.44,< LOD,29.13,23864.3,193.38,< LOD,47.52,42.56,10.75,89.55,17.34,3501.49,61.78,1588.26,59.62,4594.4,118.62,< LOD,126.49,< LOD,28.61,< LOD,1.95,659190,744548,,,,,,,,,,,,,
397,kenyasi 6c,kenyasi6,ksb62,7.588,Long_term,285.17,4.42,27.59,1.71,25.1,1.98,4.3,0.92,11.05,3.82,5.28,3.05,58.43,7.64,< LOD,14.97,< LOD,29.15,37907.75,244.42,< LOD,52.97,56.88,13.04,100.76,22.39,5112.72,82.58,1848.2,70.87,2751.92,111.15,< LOD,154.51,< LOD,28.94,< LOD,1.97,659185,744551,,,,,,,,,,,,,
398,knust 10a,knust10,ksb35,6.841,Long_term,208.32,3.62,32.95,1.7,24.67,1.83,< LOD,1,< LOD,4.43,4.12,2.44,48.97,6.9,< LOD,13.46,< LOD,25.85,6293.83,95.77,< LOD,39.51,< LOD,11.2,34.42,10.67,2062.01,38.28,5291.38,75.79,3068.92,80.54,128.63,67.37,< LOD,27.29,< LOD,1.87,658491,738402,,,,,,,,,,,,,
399,knust 10b,knust10,ksb35,6.882,Long_term,201.99,3.36,22.35,1.41,23.23,1.69,1.51,0.66,< LOD,4.47,< LOD,3.54,32.72,6.38,< LOD,11.99,< LOD,23.29,5293.52,83.29,< LOD,39.67,< LOD,12.08,53,11.72,2196.7,41.23,3638.79,66.43,2728.67,79.93,< LOD,97.69,< LOD,29.94,< LOD,1.99,658484,738387,,,,,,,,,,,,,
400,knust 10c,knust10,ksb35,5.631,Long_term,218.84,3.48,15.32,1.27,24.02,1.71,< LOD,0.97,5.99,3.07,< LOD,3.58,10.8,5.72,< LOD,11.84,< LOD,23.3,6187.78,90,< LOD,38.06,< LOD,11.91,46.86,11.61,2321.6,41.36,924.29,38.03,2667.25,77.47,< LOD,94.92,< LOD,28.13,< LOD,1.9,658475,738375,,,,,,,,,,,,,
401,knust 11a,knust11,ksb35,5.193,Long_term,229.49,3.63,13.01,1.25,20.6,1.67,1.22,0.67,5.61,3.16,4.33,2.55,21.63,6.62,< LOD,12.54,< LOD,24.51,9632.55,113.59,< LOD,40.42,25.88,8.81,53.17,12.91,2774.24,46.75,708.37,36.38,2088.25,74.38,< LOD,104.41,< LOD,28.83,< LOD,1.95,658370,738192,,,,,,,,,,,,,
402,knust 11b,knust11,ksb35,6.326,Long_term,212.09,3.46,18,1.35,16.53,1.53,1.04,0.65,< LOD,4.58,8.54,2.59,32.37,7.05,< LOD,12.31,< LOD,24.19,6293.04,91.38,54.98,28.4,< LOD,12.27,52.13,12.23,2495.86,43.78,1507.73,46.08,2020.77,71.96,< LOD,97.4,< LOD,29.86,< LOD,1.99,658378,738207,,,,,,,,,,,,,
403,knust 11c,knust11,ksb35,5.231,Long_term,221.27,3.51,16.66,1.31,19.55,1.62,1.88,0.68,< LOD,4.59,7.37,2.56,30.49,7.07,< LOD,12.25,< LOD,23.98,6821.3,94.44,< LOD,40.59,< LOD,12.66,62.31,12.83,2804.73,46.14,1232.66,43.22,2185.03,74.65,121.67,70.17,< LOD,28.84,< LOD,1.95,658369,738218,,,,,,,,,,,,,
404,knust 12a,knust12,ksb35,4.806,Long_term,182.81,3.27,17.53,1.34,39.92,2.07,1.89,0.71,7.91,3.21,6.95,2.66,25.2,6.08,< LOD,12.19,< LOD,24.32,13040.67,130.35,< LOD,42.56,21.74,9.67,55.87,13.74,2439.28,48.42,577.46,40.98,4543.39,109.67,< LOD,116.4,< LOD,29.28,< LOD,1.96,658576,738280,,,,,,,,,,,,,
405,knust 12b,knust12,ksb35,5.128,Long_term,210.55,3.51,18.8,1.38,37.6,2.07,1.53,0.71,13.05,3.46,9.7,2.91,27.99,6.06,< LOD,12.5,< LOD,24.63,14151.71,137.1,87.17,30.58,18.8,9.84,64.81,14.81,2814.74,52.73,1304.2,52.57,4315.38,110.17,< LOD,120.2,< LOD,28.97,< LOD,1.94,658604,738282,,,,,,,,,,,,,
406,knust 12c,knust12,ksb35,5.022,Long_term,198.41,3.37,15.74,1.29,33.02,1.93,1.95,0.71,6.62,3.11,6.86,2.6,19.9,5.68,< LOD,11.95,< LOD,23.92,11381.04,121.76,64.88,29.25,20.61,9.54,56.65,13.42,2467.78,47.6,800.71,43.62,4157.55,105.3,< LOD,117.98,< LOD,28.23,< LOD,1.91,658575,738242,,,,,,,,,,,,,
407,knust 1a,knust1,ksb29,6.272,Long_term,275.78,4.12,18.89,1.44,11.43,1.47,1.67,0.74,5.76,3.29,13.61,2.95,24.23,6.13,< LOD,13.45,< LOD,26.78,28610.91,201.96,291.47,39.39,115.44,13.42,113.98,20.42,4252.83,73.46,2171.51,70.86,998.18,77.73,< LOD,155.31,< LOD,29.7,< LOD,2.01,656881,737865,,,,,,,,,,,,,
408,knust 1b,knust1,ksb29,5.932,Long_term,285.71,4.24,19.26,1.46,13.59,1.55,1.84,0.76,5.66,3.36,12.14,2.95,30.85,6.45,< LOD,13.78,< LOD,27.72,31082.76,213.07,337.91,41.14,97.84,13.22,117.76,21.23,4674.4,76.91,2041.76,69.39,1195.3,81.83,< LOD,147.66,< LOD,29.61,< LOD,2.01,656879,737892,,,,,,,,,,,,,
409,knust 1c,knust1,ksb29,5.886,Long_term,307.29,4.24,22.87,1.5,14.28,1.53,1.36,0.72,8.15,3.34,10.97,2.88,38.74,6.56,< LOD,13.23,< LOD,26.06,24624.54,183.94,282.77,37.99,109.99,13.09,118.5,20.34,4464.05,73.41,2683.77,76.09,1377.36,83.79,181.42,106.07,< LOD,29.63,< LOD,1.99,656883,737912,,,,,,,,,,,,,
410,knust 2a,knust2,ksb29,5.502,Long_term,300.43,4.29,14.08,1.33,7.56,1.39,2.49,0.78,6.21,3.33,9.85,2.86,26.61,6.21,14.81,9.13,< LOD,27.24,27068.22,197.18,236.92,38.42,118.53,13.68,108.97,21.4,4731.88,77.98,1110.96,55.42,962.83,77.42,< LOD,150.72,< LOD,31.84,< LOD,2.11,656869,737783,,,,,,,,,,,,,
411,knust 2b,knust2,ksb29,6.095,Long_term,282.37,4.19,17.68,1.42,11.33,1.49,1.56,0.75,6.04,3.34,10.08,2.87,60.5,7.37,14.62,9.35,< LOD,27.33,32357.06,216.07,270.73,39.6,142.32,14.08,116.45,21.15,4464.13,76.36,2146.86,72.27,1215.9,83.79,< LOD,165.31,< LOD,30.07,< LOD,2.03,656864,737801,,,,,,,,,,,,,
412,knust 2c,knust2,ksb29,5.91,Long_term,305.82,4.57,18.25,1.51,10.97,1.57,2.68,0.86,9.09,3.72,12.96,3.24,39.39,7.13,< LOD,15.12,< LOD,30.46,47378.71,274.6,193.56,41.34,168.97,16.11,134.04,25.4,5392.87,92.13,1490.22,69.16,1051.46,88.24,< LOD,177.09,< LOD,29.54,< LOD,2,656862,737796,,,,,,,,,,,,,
413,knust 3a,knust3,ksb29,6.416,Long_term,311.86,4.2,18.37,1.38,21.46,1.7,1.59,0.71,8.47,3.29,8.16,2.76,27.5,6.09,< LOD,13.01,< LOD,24.79,16827.46,150.25,179.77,33.79,49.46,10.85,92.51,17.55,4142.48,64.15,2068.42,62.36,2090.84,86.61,< LOD,123.01,< LOD,28.74,< LOD,1.94,656523,737525,,,,,,,,,,,,,
414,knust 3b,knust3,ksb29,6.524,Long_term,337.03,4.37,14.64,1.31,15.43,1.56,1.99,0.72,< LOD,4.7,6.06,2.59,25.98,6.75,< LOD,13.04,< LOD,24.81,14104.42,138.6,108.87,31.49,40.07,10.02,70.85,15.62,3591.56,57.2,1628.91,53,1454.98,72.24,< LOD,112.89,< LOD,28.26,< LOD,1.92,656506,737536,,,,,,,,,,,,,
415,knust 3c,knust3,ksb29,5.214,Long_term,346.7,4.78,12.79,1.37,15.22,1.69,2.58,0.81,< LOD,5.03,10.82,2.95,22.39,7.07,< LOD,14.85,< LOD,29.16,20691.45,180.73,181.24,37.19,78.69,10.63,93.84,16.7,3928.29,60.79,482.18,35.3,1089.48,66.73,< LOD,120.98,< LOD,27.54,< LOD,1.9,656496,737524,,,,,,,,,,,,,
416,knust 4a,knust4,ksb33,5.576,Long_term,252.36,3.69,10.23,1.15,16.22,1.52,< LOD,0.94,< LOD,4.39,5.22,2.41,23.78,6.21,< LOD,11.76,< LOD,23.25,5071.8,81.8,< LOD,40.59,< LOD,12,44.33,11.65,2634.34,42.47,567.19,31.65,2150.85,70.53,< LOD,85.81,< LOD,29.16,< LOD,1.95,656185,738371,,,,,,,,,,,,,
417,knust 4b,knust4,ksb33,5.857,Long_term,268.72,3.83,11.92,1.21,18.81,1.59,1.07,0.65,< LOD,4.58,4.85,2.49,26.97,6.75,< LOD,12.12,< LOD,23.78,5184.08,83.31,44.69,28.03,< LOD,12.27,64.38,12.58,2787.16,45.22,868.36,37.95,2595.04,78.31,< LOD,93.75,< LOD,29.67,< LOD,1.98,656173,738365,,,,,,,,,,,,,
418,knust 4c,knust4,ksb33,6.424,Long_term,200.98,3.43,12.32,1.23,16.08,1.54,1.4,0.68,< LOD,4.47,6.89,2.51,31.05,6.74,< LOD,12.33,< LOD,24.41,11788.77,125.6,78.32,29.95,27.47,9.32,52.19,13.04,2419.26,46.39,1211.2,45.55,1792.9,74.04,< LOD,110.37,< LOD,28.53,< LOD,1.93,656179,738380,,,,,,,,,,,,,
419,knust 5a,knust5,ksb33,6.123,Long_term,290,4.04,22.75,1.47,25.79,1.8,2.17,0.73,16.71,3.64,4.92,2.89,247.27,11.04,< LOD,12.66,< LOD,24.61,10880.03,120.59,206.96,33.66,14.15,9.25,60.35,15.08,3485.96,55.22,1420.08,50.42,3318.6,94.44,< LOD,117.18,< LOD,29.34,< LOD,1.97,656375,738702,,,,,,,,,,,,,
420,knust 5b,knust5,ksb33,6.356,Long_term,257.44,3.88,24.52,1.52,31.3,1.95,1.31,0.7,8.95,3.39,6.23,2.76,49.27,7.93,< LOD,13.25,< LOD,24.9,10638.89,120.81,< LOD,42.6,< LOD,13.24,56.1,13.67,2893.99,49.44,1274.15,47.78,3743.33,96.78,< LOD,102.04,< LOD,27.95,< LOD,1.9,656360,738712,,,,,,,,,,,,,
421,knust 5c,knust5,ksb33,5.874,Long_term,226.7,3.67,24.28,1.51,32.92,1.99,1.61,0.72,10.58,3.39,7.71,2.82,77.19,7.46,21.22,8.98,< LOD,25.46,18134.22,156.73,88.5,31.79,29.95,10.67,85.37,16.96,3514.43,60.93,1807.27,61.59,3701.51,108.88,< LOD,130.25,< LOD,30.03,< LOD,2,656370,738705,,,,,,,,,,,,,
422,knust 6a,knust6,ksb33,5.382,Long_term,229.78,3.7,22.85,1.48,39.76,2.13,2.63,0.77,9.87,3.38,8.57,2.83,43.41,6.51,< LOD,12.72,< LOD,25.4,20120.27,165.16,< LOD,45.88,24.68,10.81,80.89,16.98,3446.46,60.97,1257.83,55.25,3950.67,112.95,< LOD,133.29,< LOD,29.57,< LOD,2,656241,738631,,,,,,,,,,,,,
423,knust 6b,knust6,ksb33,6.127,Long_term,250.07,3.77,20.77,1.41,23.32,1.74,1.99,0.72,10.7,3.33,5.65,2.71,20.03,5.73,< LOD,11.95,< LOD,24.15,14352.42,137.39,125.04,31.59,17.71,10.16,65.06,16.67,3863.37,61.5,1157.21,49.65,2556.48,91.32,< LOD,123.05,< LOD,28.53,< LOD,1.92,656267,738615,,,,,,,,,,,,,
424,knust 6c,knust6,ksb33,5.242,Long_term,303.84,4.15,19.85,1.41,23.54,1.77,3.57,0.79,12.51,3.45,8.31,2.87,23.12,5.86,< LOD,12.29,< LOD,24.62,16005.87,146.25,164.1,33.1,24.55,10.43,62.56,17.31,4227.18,64.61,649.15,42.27,2514.36,92.05,< LOD,130.1,< LOD,29.75,< LOD,1.99,656278,738604,,,,,,,,,,,,,
425,knust 7a,knust7,ksb34,5.184,Long_term,234.97,3.75,19.19,1.41,30.09,1.93,2.44,0.76,13.28,3.55,8.25,2.94,28.93,6.19,13.84,8.76,< LOD,25.8,18432.57,158.98,193.62,35.3,56.96,11.69,72.83,17.45,3374.2,62.84,1068.2,53.71,3359.11,109.95,< LOD,135.9,< LOD,30.84,< LOD,2.04,657359,738680,,,,,,,,,,,,,
426,knust 7b,knust7,ksb34,5.347,Long_term,201.98,3.51,18.67,1.4,24.28,1.79,2.01,0.73,6.44,3.26,11.87,2.85,31.19,6.44,< LOD,12.86,< LOD,25.64,18883.02,160.91,121.38,33.39,70.65,11.28,87.45,15.71,2863.53,55.13,1067.98,50.37,2670.13,96.01,< LOD,131.6,< LOD,30.65,< LOD,2.04,657352,738695,,,,,,,,,,,,,
427,knust 7c,knust7,ksb34,4.837,Long_term,218.91,3.59,14.45,1.29,27.6,1.85,1.81,0.72,8.02,3.25,8.64,2.75,24.81,6.12,< LOD,12.36,< LOD,25.23,14711.49,140.76,129.97,32.39,35.97,10.23,70.54,14.93,2779.6,52.78,718.35,42.44,2884.03,94.06,140.32,84.83,< LOD,30.44,< LOD,2.03,657343,738691,,,,,,,,,,,,,
428,knust 8a,knust8,ksb34,6.489,Long_term,218.7,3.76,31.29,1.71,14.52,1.59,1.7,0.76,6.84,3.41,9.84,2.9,39.68,6.98,15.87,9.28,< LOD,27.01,32557.12,216.73,107.73,35.92,187.74,15.09,108.8,21.05,3987.53,75.01,4351.09,100.3,1704.52,95.56,< LOD,173.39,< LOD,32.29,< LOD,2.13,657258,738267,,,,,,,,,,,,,
429,knust 8b,knust8,ksb34,4.817,Long_term,278.09,3.94,9.08,1.14,11.21,1.41,2.13,0.71,< LOD,4.36,6.54,2.46,19.07,5.67,< LOD,12.45,< LOD,25.09,14363.95,137.6,< LOD,44.33,65.87,10.78,83.09,16.92,4210.42,62.5,431.43,34.8,1133.67,68.39,< LOD,119.09,< LOD,30.57,< LOD,2.03,657290,738287,,,,,,,,,,,,,
430,knust 8c,knust8,ksb34,5.276,Long_term,302.33,4.34,14.72,1.36,16.69,1.67,2.49,0.79,9.31,3.51,10.94,3.01,24.93,6.19,< LOD,13.68,34.96,18.61,27725.27,201.23,118.8,36.08,110.63,13.83,126.09,21.86,4909.84,79.46,959.39,55.01,1877.04,96.03,< LOD,155.09,33.85,21.95,< LOD,2.16,657263,738288,,,,,,,,,,,,,
431,knust 9a,knust9,ksb34,6.357,Long_term,223.91,4.06,34.11,1.88,19.83,1.87,1.45,0.84,12.03,3.92,17.25,3.5,84.84,8.19,22.25,10.34,38.34,21.15,61705.02,317.72,504.02,51.71,299.9,20.44,171.39,28.6,5021.4,100.49,7555.64,155.05,2115.38,126.29,267.85,162.16,< LOD,35.46,< LOD,2.33,657114,738302,,,,,,,,,,,,,
432,knust 9b,knust9,ksb34,6.808,Long_term,254.44,4.35,32.91,1.88,16.43,1.8,2.89,0.93,9.65,3.91,21.09,3.61,68.65,7.79,29.91,10.8,< LOD,32.8,71886.52,347.22,515.43,53.74,418.97,22.72,191.26,29.7,4887.77,102.81,7152.04,155.92,2457.57,136.47,< LOD,242.12,< LOD,35.16,< LOD,2.34,657132,738307,,,,,,,,,,,,,
433,knust 9c,knust9,ksb34,7.576,Long_term,193.8,3.87,64.4,2.41,16.67,1.8,1.26,0.84,14.11,4.04,10.23,3.37,128.79,9.73,30.57,10.74,< LOD,31.67,57108.54,306.54,395.23,49.19,374.18,20.01,108.97,23.75,3475.86,83.14,29185.5,282.18,2365.45,131.37,304.36,169.36,< LOD,34.75,< LOD,2.3,657118,738281,,,,,,,,,,,,,
434,kontonpo 1a,kontonpo1,ksb50,4.62,Long_term,260.59,3.79,14.04,1.26,24.59,1.73,1.03,0.66,6.07,3.12,8.55,2.65,33.59,6.53,< LOD,12.05,< LOD,23.69,11666.11,122.91,< LOD,39.04,< LOD,14.11,49.85,13.8,2575.47,49.35,496,36.81,2805.08,89.89,< LOD,114.05,< LOD,27.66,< LOD,1.88,656262,741859,,,,,,,,,,,,,
435,kontonpo 1b,kontonpo1,ksb50,4.55,Long_term,259.66,3.79,13.94,1.25,24.94,1.74,1.53,0.68,5.48,3.08,6.57,2.56,23.47,6,< LOD,11.77,< LOD,23.74,11151.18,120.36,< LOD,41.1,< LOD,13.86,54.75,13.34,2590.34,47.72,329.11,33.27,3010,90.48,< LOD,105.82,< LOD,28.46,< LOD,1.92,656249,741873,,,,,,,,,,,,,
436,kontonpo 1c,kontonpo1,ksb50,4.818,Long_term,246.27,3.84,18.12,1.4,30.82,1.97,2.54,0.76,9.61,3.4,11.75,2.95,29.23,6.64,< LOD,12.53,< LOD,25.13,11705.13,127.87,< LOD,43.72,17.45,9.02,56.21,13.02,2426.31,46.09,626.75,38.17,3399.36,93.09,< LOD,109.63,< LOD,27.52,< LOD,1.89,656260,741890,,,,,,,,,,,,,
437,kontonpo 2a,kontonpo2,ksb50,4.736,Long_term,205.01,4.12,15.18,1.53,12.82,1.78,2.76,0.99,14.33,4.37,9.99,3.59,52.67,7.46,< LOD,15.78,49.72,23.74,99208.54,424.53,73.31,47.61,219.47,22.32,220.02,33.05,5219.61,113.49,280.81,62.46,1509.3,124.31,< LOD,268.38,< LOD,36.21,< LOD,2.42,656129,741735,,,,,,,,,,,,,
438,kontonpo 2b,kontonpo2,ksb50,4.408,Long_term,273.28,4.48,17.3,1.53,14.64,1.73,2.81,0.89,11.85,3.96,13.3,3.43,42.08,7.58,< LOD,15.71,< LOD,31.4,45686.7,277.66,93.42,39.22,114.32,13.8,107.96,20.56,4031.62,73.75,620.95,47.76,1222.6,83.76,< LOD,158.63,< LOD,28.6,< LOD,1.98,656145,741708,,,,,,,,,,,,,
439,kontonpo 2c,kontonpo2,ksb50,5.4,Long_term,240.28,3.85,16.02,1.37,10.17,1.44,2.14,0.76,8.94,3.44,9.45,2.91,26.24,6.15,< LOD,13.31,< LOD,26.32,28799.28,201.62,206.02,37.1,73.42,12.82,108.33,19.59,3721.41,69.51,1409.71,60.02,1128.45,79.89,< LOD,152.23,< LOD,31.54,< LOD,2.11,656107,741696,,,,,,,,,,,,,
440,kontonpo 3a,kontonpo3,ksb50,6.106,Long_term,329.29,4.52,26.64,1.62,12.71,1.54,4.06,0.87,15.94,3.81,11.63,3.22,66.65,7.05,19.6,9.38,< LOD,27.91,38233.16,235.6,163.19,37.82,100.27,15.2,178.55,27.22,6526.76,99.02,3435.17,96.09,1305.87,94.09,< LOD,187.34,< LOD,31.28,< LOD,2.09,655913,741776,,,,,,,,,,,,,
441,kontonpo 3b,kontonpo3,ksb50,4.63,Long_term,215.31,3.71,16.33,1.38,18.38,1.71,3,0.82,15.41,3.75,7.4,3.05,35.4,6.24,17.01,9.18,< LOD,27.45,36688.76,229.06,60.53,34.64,103.2,15.15,118.55,24.45,4999.15,88.43,789.11,56.98,1919.21,104.82,< LOD,178.59,< LOD,31.87,< LOD,2.12,655955,741808,,,,,,,,,,,,,
442,kontonpo 3c,kontonpo3,ksb50,4.85,Long_term,263.01,3.88,13.01,1.25,19.8,1.65,1.82,0.72,6.91,3.23,8.52,2.72,26.35,6.28,< LOD,12.73,< LOD,24.83,18244.06,156.02,217.47,34.88,42,11.03,74.83,17.36,3724.57,63.07,632.84,42.49,2127.58,88.63,< LOD,130.94,< LOD,29.07,< LOD,1.96,655922,741839,,,,,,,,,,,,,
443,kontonpo 4a,kontonpo4,ksb49,6.49,Long_term,264.19,4.04,22.2,1.51,13.64,1.56,1.77,0.77,22.35,4,4.84,3.16,169.01,9.58,16.56,9.17,< LOD,27,33235.61,217,172.61,36.92,96.1,14.08,110.97,21.7,4456.21,78.56,2750.68,83.58,1722.06,96.97,< LOD,167.85,< LOD,30.87,< LOD,2.08,655867,741568,,,,,,,,,,,,,
444,kontonpo 4b,kontonpo4,ksb49,6.46,Long_term,244.49,3.84,19.15,1.42,13.23,1.51,1.6,0.73,9.05,3.41,8.82,2.86,116.14,8.57,< LOD,13.29,< LOD,26.83,26366.09,190.75,137.49,34.66,80.97,13.06,100.86,19.95,3910.38,71.53,2112.64,71.24,1573.39,89.3,< LOD,155.56,< LOD,30.43,< LOD,2.04,655863,741565,,,,,,,,,,,,,
445,kontonpo 4c,kontonpo4,ksb49,7.53,Long_term,259.49,4.08,31.35,1.72,12.41,1.53,1.61,0.78,20.68,4.01,< LOD,4.73,295.22,12.2,30.67,9.72,< LOD,27.25,33187.21,220.38,140.41,36.9,117.14,14.39,92.78,20.41,3619.65,72.82,5837.37,116.96,2091.49,104.9,265.43,125.76,< LOD,32.1,< LOD,2.12,655862,741569,,,,,,,,,,,,,
446,kontonpo 5a,kontonpo5,ksb49,7.02,Long_term,269.87,4.18,26.35,1.63,17,1.69,2.14,0.8,15.63,3.86,11.41,3.25,55.72,7.15,15.19,9.37,< LOD,28.18,33442.7,223.31,504.42,46.19,116.96,14.58,118.31,22.56,4283.69,80.35,3120.85,89.32,1771.27,99.7,< LOD,167.95,< LOD,34.03,< LOD,2.22,655802,741548,,,,,,,,,,,,,
447,kontonpo 5b,kontonpo5,ksb49,6.49,Long_term,280.42,4.26,29.11,1.69,25.45,1.92,2.81,0.84,12.96,3.74,11.09,3.16,58.12,7.1,18.69,9.54,< LOD,28.81,42368.8,250.88,357.73,43.59,130.3,15.88,148.04,25.82,5428.32,93.07,3638.51,101.53,2455.07,118.02,< LOD,195.36,< LOD,32.67,< LOD,2.17,655816,741546,,,,,,,,,,,,,
448,kontonpo 5c,kontonpo5,ksb49,6.35,Long_term,299.84,4.52,27.48,1.71,20.45,1.83,1.32,0.81,17.37,4.06,10.99,3.4,86.74,8.38,< LOD,14.95,< LOD,29.71,42289.8,258.41,322.78,43.79,116.58,14.14,121.22,20.79,3855.8,73.44,2740.16,82.61,1680.74,95.22,< LOD,172.64,< LOD,29.54,< LOD,2.01,655830,741541,,,,,,,,,,,,,
449,kontonpo 6a,kontonpo6,ksb49,5.82,Long_term,296.47,4.5,26.28,1.69,19.1,1.82,3.04,0.88,13.06,3.89,12.19,3.32,41.23,7.28,< LOD,15.01,< LOD,30.62,45290.33,267.54,459.63,47.28,119.56,15.03,117.48,23.8,5091.75,86.95,1883.49,74.7,1554.15,97.78,< LOD,178.5,< LOD,29.84,< LOD,2.04,655792,741591,,,,,,,,,,,,,
450,kontonpo 6b,kontonpo6,ksb49,5.31,Long_term,329.43,4.84,21.48,1.63,19.89,1.91,3.41,0.92,11.65,3.99,17.89,3.56,48.66,8.06,< LOD,15.74,< LOD,31.89,50935.43,291.11,736.61,55.04,138.67,15.39,136.41,24.26,4816.39,86.65,1482.18,68.54,1571.06,98.33,< LOD,183.07,< LOD,29.19,< LOD,2.01,655795,741607,,,,,,,,,,,,,
451,kontonpo 6c,kontonpo6,ksb49,5.53,Long_term,272.32,4.02,17.84,1.39,14.17,1.54,2.54,0.77,9.94,3.44,11.73,2.96,29.27,6.35,< LOD,13.18,< LOD,26.24,23652.88,180.62,313.12,38.74,63.39,12.36,89.97,19.5,3952.73,70.27,1285.64,56.73,1447.67,84.24,< LOD,145.78,< LOD,30.66,< LOD,2.05,655808,741599,,,,,,,,,,,,,
452,"ks profile 1 (0-8cm, Ah)",ks1,,4.285,profile,187.34,3.4,15.08,1.31,36.44,2.06,3.12,0.79,10.92,3.42,4.19,2.73,20.88,5.47,< LOD,12.79,29.3,17.15,19204.99,161.91,< LOD,46.94,39.01,11.39,86.39,17.99,3794.47,65.06,386.58,43.04,4377.51,120.88,< LOD,142.68,< LOD,31.97,< LOD,2.1,663123,742106,,,,,,,,,,,,,
453,"ks profile 1 (8-15cm, ABt)",ks1,,4.355,profile,200.13,3.47,15.41,1.31,38.39,2.1,2.98,0.78,10.69,3.4,< LOD,4,24.45,5.51,< LOD,12.11,< LOD,25.13,22459.08,173.63,< LOD,43.9,29.02,11.51,78.76,18.28,3782.03,66.42,272.13,41.73,4306.17,122.86,< LOD,141.25,< LOD,28.85,< LOD,1.96,663123,742106,,,,,,,,,,,,,
